n	id	author_disp	title_disp	author_refs	title	subtitle	suptitle1	suptitle2	byline	editor	date_from	date_to	date_display	place	monograph	volnum	pages	text_type	modernism	visual	lang_type	nstd_level	foreign_lang	foreign_level	note	
101	maj68-0136	Vladimir Kavčič (1932)	Od tu dalje / Nadaljevanje in konec (1964) [maj68]	#KavčičVladimir	Od tu dalje	Nadaljevanje in konec					1964-12		december 1964	Ljubljana	Problemi	II/23	1049–1073	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	Modernističnost se dogaja predvsem na vsebinski oz. pomenski ravni (dehumanizacija posameznika znotraj Ustanove, kafkovska grotesknost opisovanega sveta, tudi nadrealističnost – fantazijski, alogični svet, kjer se prostori in subjekti fluidno spreminjajo, prostor-čas sta izven stvarne logike).
102	maj68-0137	Valentin Cundrič (1938)	Zarotitev (1964) [maj68]	#CundričValentin	Zarotitev						1964-12		december 1964	Ljubljana	Problemi	II/23	1074–1079	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
103	maj68-0138	Cvetko Zagorski (1916)	Iz Istrskega dnevnika: Tá stara barka (1964) [maj68]	#ZagorskiCvetko	Tá stara barka		Iz Istrskega dnevnika				1964-12		december 1964	Ljubljana	Problemi	II/23	1080–1082	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
104	maj68-0139	Cvetko Zagorski (1916)	Iz Istrskega dnevnika: Sugišima Moritoku (1964) [maj68]	#ZagorskiCvetko	Sugišima Moritoku		Iz Istrskega dnevnika				1964-12		december 1964	Ljubljana	Problemi	II/23	1083	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
105	maj68-0140	Cvetko Zagorski (1916)	Iz Istrskega dnevnika: Vsako jutro (1964) [maj68]	#ZagorskiCvetko	Vsako jutro		Iz Istrskega dnevnika				1964-12		december 1964	Ljubljana	Problemi	II/23	1084	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
106	maj68-0141	Rudi Miškot (1922)	Sence v ločju: Poletje (1964) [maj68]	#MiškotRudi	Poletje		Sence v ločju				1964-12		december 1964	Ljubljana	Problemi	II/23	1085	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
107	maj68-0142	Rudi Miškot (1922)	Sence v ločju: Pelikani (1964) [maj68]	#MiškotRudi	Pelikani		Sence v ločju				1964-12		december 1964	Ljubljana	Problemi	II/23	1086	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
108	maj68-0143	Rudi Miškot (1922)	Sence v ločju: Priba (1964) [maj68]	#MiškotRudi	Priba		Sence v ločju				1964-12		december 1964	Ljubljana	Problemi	II/23	1086–1087	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
109	maj68-0144	Jože Olaj (1939)	Na svojem grobu: Prolog (1964) [maj68]	#OlajJože	Prolog		Na svojem grobu				1964-12		december 1964	Ljubljana	Problemi	II/23	1088	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
110	maj68-0145	Jože Olaj (1939)	Na svojem grobu: Orfej (1964) [maj68]	#OlajJože	Orfej		Na svojem grobu				1964-12		december 1964	Ljubljana	Problemi	II/23	1088–1089	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
111	maj68-0146	Jože Olaj (1939)	Na svojem grobu: Kdo (1964) [maj68]	#OlajJože	Kdo		Na svojem grobu				1964-12		december 1964	Ljubljana	Problemi	II/23	1090–1091	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
112	maj68-0147	Tone Partljič (1940)	Ribe na plitvini (1964) [maj68]	#PartljičTone	Ribe na plitvini						1964-12		december 1964	Ljubljana	Problemi	II/23	1092–1118	proza	odsotna	odsotna	splošni pogovorni jezik	srednja		odsotna	
113	maj68-0150	France Vurnik (1933)	V kaplji časa: Freska (1964) [maj68]	#VurnikFrance	Freska		V kaplji časa				1964-12		december 1964	Ljubljana	Problemi	II/24	1169–1170	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
114	maj68-0151	France Vurnik (1933)	V kaplji časa: Pogreb (1964) [maj68]	#VurnikFrance	Pogreb		V kaplji časa				1964-12		december 1964	Ljubljana	Problemi	II/24	1170–1172	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
115	maj68-0152	France Vurnik (1933)	V kaplji časa: Poroka (1964) [maj68]	#VurnikFrance	Poroka		V kaplji časa				1964-12		december 1964	Ljubljana	Problemi	II/24	1172–1175	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
116	maj68-0153	France Vurnik (1933)	V kaplji časa: Krst (1964) [maj68]	#VurnikFrance	Krst		V kaplji časa				1964-12		december 1964	Ljubljana	Problemi	II/24	1176–1177	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
117	maj68-0154	France Vurnik (1933)	V kaplji časa: Ded (1964) [maj68]	#VurnikFrance	Ded		V kaplji časa				1964-12		december 1964	Ljubljana	Problemi	II/24	1178–1179	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
118	maj68-0155	France Vurnik (1933)	V kaplji časa: Hvalnica (1964) [maj68]	#VurnikFrance	Hvalnica		V kaplji časa				1964-12		december 1964	Ljubljana	Problemi	II/24	1179–1180	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
119	maj68-0156	France Vurnik (1933)	V kaplji časa: Trenutki (1964) [maj68]	#VurnikFrance	Trenutki		V kaplji časa				1964-12		december 1964	Ljubljana	Problemi	II/24	1181	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
120	maj68-0157	Branko Hofman (1929)	Mož brez obraza / monodrama (1964) [maj68]	#HofmanBranko	Mož brez obraza	monodrama					1964-12		december 1964	Ljubljana	Problemi	II/24	1182–1200	drama	nizka	odsotna	knjižni jezik	odsotna		odsotna	
121	maj68-0158	Franci Zagoričnik (1933)	Vedra katedrala: Vzpostavitev (1964) [maj68]	#ZagoričnikFranci	Vzpostavitev		Vedra katedrala				1964-12		december 1964	Ljubljana	Problemi	II/24	1201–1202	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
122	maj68-0159	Franci Zagoričnik (1933)	Vedra katedrala: Mordana (1964) [maj68]	#ZagoričnikFranci	Mordana		Vedra katedrala				1964-12		december 1964	Ljubljana	Problemi	II/24	1202–1203	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
123	maj68-0160	Franci Zagoričnik (1933)	Vedra katedrala: Pod tri (1964) [maj68]	#ZagoričnikFranci	Pod tri		Vedra katedrala				1964-12		december 1964	Ljubljana	Problemi	II/24	1203–1204	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
124	maj68-0161	Franci Zagoričnik (1933)	Vedra katedrala: Pod štiri (1964) [maj68]	#ZagoričnikFranci	Pod štiri		Vedra katedrala				1964-12		december 1964	Ljubljana	Problemi	II/24	1204–1205	poezija	visoka	nizka	knjižni jezik	odsotna		odsotna	
125	maj68-0162	Franci Zagoričnik (1933)	Vedra katedrala: Striptease (1964) [maj68]	#ZagoričnikFranci	Striptease		Vedra katedrala				1964-12		december 1964	Ljubljana	Problemi	II/24	1205–1206	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
126	maj68-0163	Franci Zagoričnik (1933)	Vedra katedrala: Potop (1964) [maj68]	#ZagoričnikFranci	Potop		Vedra katedrala				1964-12		december 1964	Ljubljana	Problemi	II/24	1206–1207	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
127	maj68-0164	Leopold Suhodolčan (1928)	Norec iz mesta D (1964) [maj68]	#SuhodolčanLeopold	Norec iz mesta D						1964-12		december 1964	Ljubljana	Problemi	II/24	1207–1226	drama	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Radijska groteska. Nadaljevanje v naslednji številki.
128	maj68-0165	Dušan Mevlja (1920)	Pesmi: Molk (1964) [maj68]	#MevljaDušan	Molk		Pesmi				1964-12		december 1964	Ljubljana	Problemi	II/24	1227	poezija	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
129	maj68-0166	Dušan Mevlja (1920)	Pesmi: Prosektor / Iz cehovskih sonetov (1964) [maj68]	#MevljaDušan	Prosektor	Iz cehovskih sonetov	Pesmi				1964-12		december 1964	Ljubljana	Problemi	II/24	1227	poezija	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
130	maj68-0167	Dušan Mevlja (1920)	Pesmi: Lev / Iz cehovskih sonetov (1964) [maj68]	#MevljaDušan	Lev	Iz cehovskih sonetov	Pesmi				1964-12		december 1964	Ljubljana	Problemi	II/24	1228	poezija	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
131	maj68-0173	Boris Paš (1941)	[Brez naslova] (1964) [maj68]	#PašBoris							1964-01-08		8. januar 1964	Ljubljana	Tribuna	XIV/1	6–7	proza	srednja	odsotna	knjižni jezik	odsotna	angleščina	nizka	
132	maj68-0176	Ivan Cimerman (1938)	Pokec in plazilci (1964) [maj68]	#CimermanIvan	Pokec in plazilci						1964-01-08		8. januar 1964	Ljubljana	Tribuna	XIV/1	11	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
133	maj68-0177	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-01-08		8. januar 1964	Ljubljana	Tribuna	XIV/1	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
134	maj68-0179	Boris Paš (1941)	[Brez naslova] (1964) [maj68]	#PašBoris							1964-01-15		15. januar 1964	Ljubljana	Tribuna	XIV/2–3	8–9	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	Nadaljevanje iz prejšnje številke.
135	maj68-0181	Peter Baloh	Intervju (1964) [maj68]	#BalohPeter	Intervju						1964-01-15		15. januar 1964	Ljubljana	Tribuna	XIV/2–3	15	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
136	maj68-0182	[Neznani avtor]	Z vseh vetrov (1964) [maj68]		Z vseh vetrov				L.D.		1964-01-15		15. januar 1964	Ljubljana	Tribuna	XIV/2–3	15	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
137	maj68-0183	[Neznani avtor]	Govno (1964) [maj68]		Govno						1964-01-15		15. januar 1964	Ljubljana	Tribuna	XIV/2–3	15	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
138	maj68-0184	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-01-15		15. januar 1964	Ljubljana	Tribuna	XIV/2–3	15	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
139	maj68-0188	[Neznani avtor]	Morilci so med nami (1964) [maj68]		Morilci so med nami						1964-02-19		19. februar 1964	Ljubljana	Tribuna	XIV/4	11	proza	odsotna	odsotna	splošni pogovorni jezik	nizka		odsotna	
140	maj68-0189	[Neznani avtor]	Konec nekega fakirja (1964) [maj68]		Konec nekega fakirja						1964-02-19		19. februar 1964	Ljubljana	Tribuna	XIV/4	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
141	maj68-0190	Peter Baloh	Utrinki (1964) [maj68]	#BalohPeter	Utrinki						1964-02-19		19. februar 1964	Ljubljana	Tribuna	XIV/4	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Aforizmi.
142	maj68-0191	Ivan Cimerman (1938)	[Brez naslova] (1964) [maj68]	#CimermanIvan							1964-02-19		19. februar 1964	Ljubljana	Tribuna	XIV/4	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
143	maj68-0192	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-02-19		19. februar 1964	Ljubljana	Tribuna	XIV/4	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
144	maj68-0204	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-02-26		26. februar 1964	Ljubljana	Tribuna	XIV/5	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
145	maj68-0208	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-03-04		4. marec 1964	Ljubljana	Tribuna	XIV/6	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
146	maj68-0209	Peter Baloh	Duševni profil psa (1964) [maj68]	#BalohPeter	Duševni profil psa						1964-03-04		4. marec 1964	Ljubljana	Tribuna	XIV/6	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
147	maj68-0210	[Neznani avtor]	Ne, to ne. Tako...? (1964) [maj68]		Ne, to ne. Tako...?				A. A.		1964-03-11		11. marec 1964	Ljubljana	Tribuna	XIV/7	6–7	proza	nizka	odsotna	splošni pogovorni jezik	nizka		odsotna	
148	maj68-0214	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-03-11		11. marec 1964	Ljubljana	Tribuna	XIV/7	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
149	maj68-0215	[Neznani avtor]	Stari in mladi tolovaj (1964) [maj68]		Stari in mladi tolovaj						1964-03-11		11. marec 1964	Ljubljana	Tribuna	XIV/7	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
150	maj68-0222	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-03-18		18. marec 1964	Ljubljana	Tribuna	XIV/8	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
151	maj68-0228	Marko Kravos (1943)	Iz lirike mladih:: Miniatura (1964) [maj68]	#KravosMarko	Miniatura			Iz lirike mladih			1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	15	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Avtor je bil tržaški Slovenec.
152	maj68-0229	Marko Kravos (1943)	Iz lirike mladih:: Noč v pristanišču (1964) [maj68]	#KravosMarko	Noč v pristanišču			Iz lirike mladih			1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	15	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Avtor je bil tržaški Slovenec.
153	maj68-0230	Vladimir Gajšek (1946)	Iz lirike mladih:: Pesem (1964) [maj68]	#GajšekVladimir	Pesem			Iz lirike mladih			1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	15	poezija	nizka	nizka	knjižni jezik	odsotna		odsotna	
154	maj68-0231	Vera Zorko	Iz lirike mladih:: Živeti kakor drevo (1964) [maj68]	#ZorkoVera	Živeti kakor drevo			Iz lirike mladih			1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	15	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Avtorica je diplomirala 1966. Rojstna letnica ni znana.
155	maj68-0232	Tone Kuntner (1943)	Iz lirike mladih:: Voda (1964) [maj68]	#KuntnerTone	Voda			Iz lirike mladih			1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	15	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
156	maj68-0233	Tone Šušter	Iz lirike mladih:: Idila (1964) [maj68]	#ŠušterTone	Idila			Iz lirike mladih			1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	15	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
157	maj68-0234	Stanislava Lužnik	Iz lirike mladih:: Spet krizanteme (1964) [maj68]	#LužnikStanislava	Spet krizanteme			Iz lirike mladih			1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	15	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
158	maj68-0235	Herman Vogel (1941)	Iz lirike mladih:: Mesečnik (1964) [maj68]	#VogelHerman	Mesečnik			Iz lirike mladih			1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	15	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
159	maj68-0236	Peter Baloh	Dogodek v mestu Naprej (1964) [maj68]	#BalohPeter	Dogodek v mestu Naprej						1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	22	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Proza.
160	maj68-0237	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-03-25		25. marec 1964	Ljubljana	Tribuna	XIV/9–10	23	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
161	maj68-0242	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-04-01		1. april 1964	Ljubljana	Tribuna	XIV/11	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
162	maj68-0247	[Neznani avtor]	Čari lokalne akcije (1964) [maj68]		Čari lokalne akcije						1964-04-08		8. april 1964	Ljubljana	Tribuna	XIV/12	15	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Proza.
163	maj68-0251	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-04-15		15. april 1964	Ljubljana	Tribuna	XIV/13	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
164	maj68-0256	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-04-22		22. april 1964	Ljubljana	Tribuna	XIV/14	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
165	maj68-0257	[Neznani avtor]	Usoda (1964) [maj68]		Usoda				Sabina		1964-04-22		22. april 1964	Ljubljana	Tribuna	XIV/14	11	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Anonimna pesem, posmehljiva.
166	maj68-0263	[Neznani avtor]	Prikradlo se je mimo urednika (1964) [maj68]		Prikradlo se je mimo urednika						1964-04-29		29. april 1964	Ljubljana	Tribuna	XIV/15	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Anonimna kratka zgodba.
167	maj68-0264	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-04-29		29. april 1964	Ljubljana	Tribuna	XIV/15	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
168	maj68-0271	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-05-13		13. maj 1964	Ljubljana	Tribuna	XIV/16	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
169	maj68-0272	Ivan Cimerman (1938)	Praksa (1964) [maj68]	#CimermanIvan	Praksa						1964-05-13		13. maj 1964	Ljubljana	Tribuna	XIV/16	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
170	maj68-0288	Peter Baloh	Lovci na zvezde (1964) [maj68]	#BalohPeter	Lovci na zvezde						1964-05-20		20. maj 1964	Ljubljana	Tribuna	XIV/17	15	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
171	maj68-0289	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-05-20		20. maj 1964	Ljubljana	Tribuna	XIV/17	15	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
172	maj68-0290	Peter Breščak (1939)	Vrnitev (1964) [maj68]	#BreščakPeter	Vrnitev						1964-05-27		27. maj 1964	Ljubljana	Tribuna	XIV/18	6–7	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
173	maj68-0296	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-05-27		27. maj 1964	Ljubljana	Tribuna	XIV/18	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze/aforizmi.
174	maj68-0301	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-06-04		4. junij 1964	Ljubljana	Tribuna	XIV/19	15	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Hibrid novic in proze / aforizmi.
175	maj68-0302	Peter Baloh	Amor, Mon Amour, My Love (1964) [maj68]	#BalohPeter	Amor, Mon Amour, My Love						1964-10-07		7. oktober 1964	Ljubljana	Tribuna	XIV/20	3	proza	nizka	odsotna	knjižni jezik	odsotna	francoščina	nizka	
176	maj68-0303	Peter Baloh	Domislice (1964) [maj68]	#BalohPeter	Domislice						1964-10-07		7. oktober 1964	Ljubljana	Tribuna	XIV/20	3	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Aforizmi.
177	maj68-0304	[Neznani avtor]	Spomenik (1964) [maj68]		Spomenik				Fifi		1964-10-07		7. oktober 1964	Ljubljana	Tribuna	XIV/20	3	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
178	maj68-0305	[Neznani avtor]	Velike besede Fidomira Bruca (1964) [maj68]		Velike besede Fidomira Bruca				Fifi		1964-10-07		7. oktober 1964	Ljubljana	Tribuna	XIV/20	3	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
179	maj68-0306	Duša Repinc	Srednješolci literati:: Pesem (1964) [maj68]	#RepincDuša	Pesem			Srednješolci literati			1964-10-07		7. oktober 1964	Ljubljana	Tribuna	XIV/20	5	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
180	maj68-0307	Nataša Rok	Srednješolci literati:: Zorenje (1964) [maj68]	#RokNataša	Zorenje			Srednješolci literati			1964-10-07		7. oktober 1964	Ljubljana	Tribuna	XIV/20	5	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
181	maj68-0309	[Neznani avtor]	Hipograma: Razločnost in doslednost (1964) [maj68]		Razločnost in doslednost		Hipograma		Valjhun		1964-10-14		14. oktober 1964	Ljubljana	Tribuna	XIV/21	8	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
182	maj68-0310	[Neznani avtor]	Hipograma: Ekonomija in morala (1964) [maj68]		Ekonomija in morala		Hipograma		Valjhun		1964-10-14		14. oktober 1964	Ljubljana	Tribuna	XIV/21	8	poezija	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
183	maj68-0312	[Neznani avtor]	De mortibus nil nisi bene (1964) [maj68]		De mortibus nil nisi bene				Sime		1964-10-14		14. oktober 1964	Ljubljana	Tribuna	XIV/21	11	proza	nizka	odsotna	knjižni jezik	odsotna	latinščina	nizka	
184	maj68-0313	[Neznani avtor]	"""Pobegli"" odbornik" (1964) [maj68]		"""Pobegli"" odbornik"				mac		1964-10-14		14. oktober 1964	Ljubljana	Tribuna	XIV/21	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
185	maj68-0314	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-10-14		14. oktober 1964	Ljubljana	Tribuna	XIV/21	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
186	maj68-0315	Peter Baloh	Kako so dobili kameleoni stalno barvo (1964) [maj68]	#BalohPeter	Kako so dobili kameleoni stalno barvo						1964-10-14		14. oktober 1964	Ljubljana	Tribuna	XIV/21	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
187	maj68-0321	[Neznani avtor]	O kokosovem orehu in bananah (1964) [maj68]		O kokosovem orehu in bananah				Bum		1964-10-21		21. oktober 1964	Ljubljana	Tribuna	XIV/22	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
188	maj68-0322	[Neznani avtor]	Prepovedane igre (1964) [maj68]		Prepovedane igre				mac		1964-10-21		21. oktober 1964	Ljubljana	Tribuna	XIV/22	11	proza	odsotna	odsotna	splošni pogovorni jezik	nizka		odsotna	
189	maj68-0323	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-10-21		21. oktober 1964	Ljubljana	Tribuna	XIV/22	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
190	maj68-0326	Peter Baloh	Naš turizem (1964) [maj68]	#BalohPeter	Naš turizem						1964-10-28		28. oktober 1964	Ljubljana	Tribuna	XIV/23	11	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
191	maj68-0327	[Neznani avtor]	Birokracija (1964) [maj68]		Birokracija				Horn O.		1964-10-28		28. oktober 1964	Ljubljana	Tribuna	XIV/23	11	proza	odsotna	odsotna	splošni pogovorni jezik	nizka		odsotna	
192	maj68-0328	[Neznani avtor]	Pravici je zadoščeno (1964) [maj68]		Pravici je zadoščeno				Horn O.		1964-10-28		28. oktober 1964	Ljubljana	Tribuna	XIV/23	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
193	maj68-0329	[Neznani avtor]	Škorpijončki (1964) [maj68]		Škorpijončki						1964-10-28		28. oktober 1964	Ljubljana	Tribuna	XIV/23	11	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
